"runID","sequenceID","activityTypeID","activityID","routeID","timeOffset.x","latitude","longitude","distanceDelta","speed","longSpeed","timeOffset.y","altitude","startTime","startTimeZone","runTime","stoppedTime","badGPSTime","distance","ascent","descent","maxSpeed.x","minPace","startDate","startTimeOnly","startDateTimeGMT","startTimeLocalTimeZone","name","activityNameID","activityName","maxSpeed.y","rateTimeThreshold","rateDistanceThreshold","oldRateTimeThreshold","oldRateDistanceThreshold","stoppedTimeThreshold","stoppedDistanceThreshold","modified","maxABDistance","longRateTimeThreshold","motionThreshold","assignBike","assignShoes","timeOffset","action","coorddatetimeGMT","coorddatetimeLocalTimeZone"
1,0,3,4,2,1.1382600069046,-43.580096759874,172.632155819025,0,-1,-1,1.1382600069046,169,"2015-11-04 19:17:22.939","Pacific/Auckland",2793.98657226562,0,0,19822.291015625,21,185,15.3870677947998,0.064989640218389,"2015-11-04","19:17:22",2015-11-04 19:17:22,"2015-11-05 08:17:22 NZDT","123A Dyers Pass Road to Lincoln University via Henderson Road",4,"Cycle",17.8816,10,50,30,400,20,25,0,50,60,0,1,0,0,0,2015-11-04 19:17:23,"2015-11-05 08:17:23 NZDT"
1,1,3,4,2,23.1745740175247,-43.5801150324229,172.632157243949,2.03341378742733,0.183949014365248,-1,22.1268410086632,165,"2015-11-04 19:17:22.939","Pacific/Auckland",2793.98657226562,0,0,19822.291015625,21,185,15.3870677947998,0.064989640218389,"2015-11-04","19:17:22",2015-11-04 19:17:22,"2015-11-05 08:17:22 NZDT","123A Dyers Pass Road to Lincoln University via Henderson Road",4,"Cycle",17.8816,10,50,30,400,20,25,0,50,60,0,1,0,1.24987202882767,3,2015-11-04 19:17:45,"2015-11-05 08:17:45 NZDT"
1,2,3,4,2,32.1520349979401,-43.5800864082236,172.631937554267,18.0270086953823,2.07270779884332,-1,33.0975570082664,165,"2015-11-04 19:17:22.939","Pacific/Auckland",2793.98657226562,0,0,19822.291015625,21,185,15.3870677947998,0.064989640218389,"2015-11-04","19:17:22",2015-11-04 19:17:22,"2015-11-05 08:17:22 NZDT","123A Dyers Pass Road to Lincoln University via Henderson Road",4,"Cycle",17.8816,10,50,30,400,20,25,0,50,60,0,1,0,34.2921450138092,2,2015-11-04 19:17:54,"2015-11-05 08:17:54 NZDT"
1,3,3,4,2,34.2921450138092,-43.580042654689,172.631829511535,9.98921676048058,2.79406573779308,-1,44.4024280309677,157,"2015-11-04 19:17:22.939","Pacific/Auckland",2793.98657226562,0,0,19822.291015625,21,185,15.3870677947998,0.064989640218389,"2015-11-04","19:17:22",2015-11-04 19:17:22,"2015-11-05 08:17:22 NZDT","123A Dyers Pass Road to Lincoln University via Henderson Road",4,"Cycle",17.8816,10,50,30,400,20,25,0,50,60,0,1,0,929.407275021076,3,2015-11-04 19:17:56,"2015-11-05 08:17:56 NZDT"
1,4,3,4,2,38.169027030468,-43.5798767349157,172.631561122995,28.4560809455831,5.18790544668297,-1,50.1058270335197,152,"2015-11-04 19:17:22.939","Pacific/Auckland",2793.98657226562,0,0,19822.291015625,21,185,15.3870677947998,0.064989640218389,"2015-11-04","19:17:22",2015-11-04 19:17:22,"2015-11-05 08:17:22 NZDT","123A Dyers Pass Road to Lincoln University via Henderson Road",4,"Cycle",17.8816,10,50,30,400,20,25,0,50,60,0,1,0,961.284095048904,2,2015-11-04 19:18:00,"2015-11-05 08:18:00 NZDT"
1,5,3,4,2,44.4024280309677,-43.5795471165735,172.631110176605,51.6507778279978,7.9744796052618,-1,55.2025020122528,148,"2015-11-04 19:17:22.939","Pacific/Auckland",2793.98657226562,0,0,19822.291015625,21,185,15.3870677947998,0.064989640218389,"2015-11-04","19:17:22",2015-11-04 19:17:22,"2015-11-05 08:17:22 NZDT","123A Dyers Pass Road to Lincoln University via Henderson Road",4,"Cycle",17.8816,10,50,30,400,20,25,0,50,60,0,1,0,1264.16820603609,3,2015-11-04 19:18:06,"2015-11-05 08:18:06 NZDT"
1,6,3,4,2,47.2993630170822,-43.5793601163138,172.630906999272,26.4759282789487,8.39346708828145,-1,67.2873049974442,144,"2015-11-04 19:17:22.939","Pacific/Auckland",2793.98657226562,0,0,19822.291015625,21,185,15.3870677947998,0.064989640218389,"2015-11-04","19:17:22",2015-11-04 19:17:22,"2015-11-05 08:17:22 NZDT","123A Dyers Pass Road to Lincoln University via Henderson Road",4,"Cycle",17.8816,10,50,30,400,20,25,0,50,60,0,1,0,1380.15048903227,2,2015-11-04 19:18:09,"2015-11-05 08:18:09 NZDT"
1,7,3,4,2,52.1537930369377,-43.5788833117518,172.630560994309,59.8947804702397,10.5539644756591,-1,73.1190500259399,136,"2015-11-04 19:17:22.939","Pacific/Auckland",2793.98657226562,0,0,19822.291015625,21,185,15.3870677947998,0.064989640218389,"2015-11-04","19:17:22",2015-11-04 19:17:22,"2015-11-05 08:17:22 NZDT","123A Dyers Pass Road to Lincoln University via Henderson Road",4,"Cycle",17.8816,10,50,30,400,20,25,0,50,60,0,1,0,1775.15641105175,3,2015-11-04 19:18:14,"2015-11-05 08:18:14 NZDT"
1,8,3,4,2,53.3019250035286,-43.5787997860867,172.630495196369,10.6941083410449,10.5611950071205,-1,78.1542630195618,130,"2015-11-04 19:17:22.939","Pacific/Auckland",2793.98657226562,0,0,19822.291015625,21,185,15.3870677947998,0.064989640218389,"2015-11-04","19:17:22",2015-11-04 19:17:22,"2015-11-05 08:17:22 NZDT","123A Dyers Pass Road to Lincoln University via Henderson Road",4,"Cycle",17.8816,10,50,30,400,20,25,0,50,60,0,1,0,1826.21524304152,2,2015-11-04 19:18:15,"2015-11-05 08:18:15 NZDT"
1,9,3,4,2,54.1686450242996,-43.578665675636,172.630465859708,15.0874487121274,11.0993733397781,-1,84.1647190451622,123,"2015-11-04 19:17:22.939","Pacific/Auckland",2793.98657226562,0,0,19822.291015625,21,185,15.3870677947998,0.064989640218389,"2015-11-04","19:17:22",2015-11-04 19:17:22,"2015-11-05 08:17:22 NZDT","123A Dyers Pass Road to Lincoln University via Henderson Road",4,"Cycle",17.8816,10,50,30,400,20,25,0,50,60,0,1,0,1826.21524304152,3,2015-11-04 19:18:16,"2015-11-05 08:18:16 NZDT"
1,10,3,4,2,57.1575610041618,-43.5783179523829,172.630295707074,41.0052230670058,12.3367178697447,-1,89.2041790485382,116,"2015-11-04 19:17:22.939","Pacific/Auckland",2793.98657226562,0,0,19822.291015625,21,185,15.3870677947998,0.064989640218389,"2015-11-04","19:17:22",2015-11-04 19:17:22,"2015-11-05 08:17:22 NZDT","123A Dyers Pass Road to Lincoln University via Henderson Road",4,"Cycle",17.8816,10,50,30,400,20,25,0,50,60,0,1,0,1830.22443300486,2,2015-11-04 19:18:19,"2015-11-05 08:18:19 NZDT"
1,11,3,4,2,61.1552960276604,-43.5778466379676,172.630201159206,52.9188665868025,13.1007912652338,5.21020294824582,100.349089026451,106,"2015-11-04 19:17:22.939","Pacific/Auckland",2793.98657226562,0,0,19822.291015625,21,185,15.3870677947998,0.064989640218389,"2015-11-04","19:17:22",2015-11-04 19:17:22,"2015-11-05 08:17:22 NZDT","123A Dyers Pass Road to Lincoln University via Henderson Road",4,"Cycle",17.8816,10,50,30,400,20,25,0,50,60,0,1,0,2769.14975100756,3,2015-11-04 19:18:23,"2015-11-05 08:18:23 NZDT"
1,12,3,4,2,66.1494850516319,-43.5773114953596,172.630201578301,59.4564925602074,12.929091247021,6.29272487447444,105.358388006687,100,"2015-11-04 19:17:22.939","Pacific/Auckland",2793.98657226562,0,0,19822.291015625,21,185,15.3870677947998,0.064989640218389,"2015-11-04","19:17:22",2015-11-04 19:17:22,"2015-11-05 08:17:22 NZDT","123A Dyers Pass Road to Lincoln University via Henderson Road",4,"Cycle",17.8816,10,50,30,400,20,25,0,50,60,0,1,0,2793.98645204306,1,2015-11-04 19:18:28,"2015-11-05 08:18:28 NZDT"
1,13,3,4,2,67.2873049974442,-43.5772143071923,172.63021289387,10.8366069887822,12.1893597881928,6.45897907787338,111.354465007782,93,"2015-11-04 19:17:22.939","Pacific/Auckland",2793.98657226562,0,0,19822.291015625,21,185,15.3870677947998,0.064989640218389,"2015-11-04","19:17:22",2015-11-04 19:17:22,"2015-11-05 08:17:22 NZDT","123A Dyers Pass Road to Lincoln University via Henderson Road",4,"Cycle",17.8816,10,50,30,400,20,25,0,50,60,0,1,0,NA,NA,2015-11-04 19:18:29,"2015-11-05 08:18:29 NZDT"
